Ashes to Ashes,A Tribute To David Bowie Vol 1,Drive In Saturday - (Tribute to David Bowie),0,TRACAFR12903CD6701,-999
The Exies,Inertia,Creeper Kamikaze,2003,TRACAXP128F14A2127,2O1mCn7VJjelc8Xr5TAWkG
Babylon Disco,Natsukashii,Error,2007,TRACAXR128F92FAB1C,4Jfg3AMCUHfIYQEQQ3D5Qs
Dinosaur Jr.,Whatever's Cool With Me,Whatever's Cool With Me (LP Version),1991,TRACASH128F931C969,-999
2raumwohnung,36 Grad Remixe,Ja (Hanno's Poppersmonstermix),2007,TRACAQW128F428E2B7,4Fs0EGupveiqrimMBmlz67
SOJA,Peace in a time of war,Time to come true,0,TRACARQ128F933B5CD,-999
BigElf,Hex,Falling Bombs,2003,TRACABS128E0786B0B,-999
Zombie Girl,Back From The Dead,I Want It,2006,TRACBWX128F92FD725,1Aw4wEcRorA2Y7wyBgxEmX
Stanley Clarke,The Bass-ic Collection,Journey To Love,1975,TRACBQQ128F4263AEB,5rt1JXfJFIJOlzf0HpuPDv
Der Moderne Man,Drama_ Spiel und Blut (Das Archiv Teil 1),Blaue Matrosen (live),0,TRACBMH128F93291A4,3YwLk5qjCBhUXDkTdn61KW
La Portuaria,Devorador De Corazones,Alguna Vez,0,TRACBRM128F425C2C3,13Sh5MAlGQrKyOMBY3hog8
GG Allin,Suicide Sessions / Anti-Social Personality Disorder: Live,I Live to Be Hated,0,TRACBEI128F42558D3,4CTnHRHGESz2nsJ2IuFhYy
Spinal Tap,Break Like The Wind,The Majesty Of Rock,1992,TRACBLO128E0784286,34VrvyaAKYgl7bBWCN4Lq8
3 Doors Down,Here Without You,It's Not Me,2003,TRACBWP128C7196948,-999
Dino,Hits Of The 80's,Chariots Of Fire,0,TRACBBV12903CB9BF8,2FT8sUtqni4l0O3lFdcWCb
Buzzcocks,French,Strange Thing,1980,TRACBOR128F422CFE4,5eWyfJipdqtHPpZ6s2TMTv
Gus Viseur,Paris Jazz Cafe Vol.3,Fausse monnaie,2000,TRACBBI12903CB8387,1z3gtrPqmxjcaIY8Wphneu
Ma Rainey,Ma Rainey,Ma Rainey's Black Bottom,1927,TRACBWQ128F92F2B91,1X7Ehh7CKwUeHReEl56cnD
Hemdale,Rad Jackson,Rotting Fumes,0,TRACBSI128F428CC57,2iwslpEC92mXl5IPwwIq9h
Jesse Malin and The St. Marks Social,Love it to Life,Revelations,2007,TRACBVI12903D0C406,2RxR2gagL8ouaLHdPB2FFW
Zimbabwe Legit,Instrumentals and Lost Tracks,Siyabonga (Unreleased Bonus Track),0,TRACBJT128F93135DF,-999
Niraj Chag,The Lost Souls Bonus EP,Sajana (Ft Faheem Mazhar),0,TRACCGB12903CD1B90,-999
Jim Kweskin,Garden Of Joy,When I Was A Cowboy (Western Plains) (LP Version),0,TRACCOK128F932AF52,-999
Foxy Brown,Ill Na Na,If I...,0,TRACCSW128F148C7C3,3lZpFRnVx0eaO0IY3Y6tR9
Mastodon,Call of the Mastodon,Deep Sea Creature,2001,TRACCVZ128F4291A8A,3kpdcl625qW3JW3bT9LpIy
Christian McBride,Live At Tonic,D Shuffle Jam (Part 2),0,TRACCMO12903CA4168,-999
Ramón Vargas;Vladimir Jurowski,Massenet: Werther,Werther - Lyric Drama in four Acts/Act I/Alors_ c'est bien ici la maison du bailli?,0,TRACCXJ128F428F0CF,-999
String Trio Of New York,Intermobility,Ju Ju,0,TRACCVN128F92DAE3D,6Vt4nK6H2heXzjZlPvMwz6
João Gilberto,Joao Voz E Violato,Segredo,2000,TRACCJA128F149A144,6Kb2K1qkR4ww2S4HP3nRN8
Los Chichos,Adelante,No Quieras Marcharte,1984,TRACCMH128F428E4CD,-999
Enthroned,Pentagrammaton,Ad Te Clamamus Exsvles Mortva Liberi,2010,TRACCVS12903D014F8,-999
Ultraviolence,Blown Away,I Destructor (Lenny Dee Mix),0,TRACCLY12903CDD7C4,5tO87NS1Han2CE24mpMV04
Bone Thugs-N-Harmony,BTNHRESURRECTION,Murder One,2000,TRACCKS128F42B77AE,4YnFi3HZr18N1NhcPrOj7l
Portable,Distance,Theresa,2003,TRACCXJ128F92E984B,4CkQkBMwuXqZYfdBvarbXw
Muse,Plug In Baby,Bedroom Acoustics,0,TRACCUS128F92E1FEB,-999
Daniel Johnston,Welcome to my World,Story Of An Artist (Don't Be Scared),0,TRACCEJ128F93257ED,73cER0SBGggJuZ9wfnfZmp
Utopia,Utopia,On My Feet Again,0,TRACCQM12903CACC1E,4hDOtH6r7UHqOgCt7S01of
Jo-El Sonnier,Cajun Blood,Cajun Blood,0,TRACDSI128F425C0B4,21knugAxsvNpnxJialu5LD
Murskahumppa,Poikamies (2009),Poikamies (2009),0,TRACDZL12903D024D2,1zX4LdSx9hhijoxBaJb0Xr
Bröderna Djup,Bröderna Djup - Vi bor på landet,Råskevärsrock,0,TRACDPS128F428BFBD,-999
Wailing Souls,Sly & Robbie present Taxi,Old Broom,1981,TRACDJT128F42324C7,4lUJR17ZmoyYjM8MyvV9E3
Lili Ivanova,Tango,Pak shte te obicham,0,TRACDDN128F92FFADC,7cTPnEzjrNIxY5DaSZVRZS
Hank Locklin,RCA Country Legends,Danny Boy,0,TRACDCZ128F4285AE0,3xXpLksuYFu1P22eJtYYi0
Furry Lewis,In His Prime 1927-1928,Good Looking Girl Blues,0,TRACDLK12903CE71B7,1XuIcawLoNPOKAwcwZdnME
Naughty By Nature;Naughty By Nature featuring Zhane,Nineteen Naughty Nine Nature's Fury,Jamboree,0,TRACDWG128F428B068,-999
Vanessa Bell Armstrong,Walking Miracle,Til The Victory's Won,0,TRACEBJ128EF343585,2NUqIvguvI5rYzwC6WsLU6
Arthur Tracy,Street Singer,Dance_ Gypsy_ Dance,0,TRACEPP128F93576FC,-999
Seamus Egan,When Juniper Sleeps,Lullaby,0,TRACEGL12903CEE923,56FkAON8auzvcAVWnyOFnt
C.C. Adcock,C.C. Adcock,Good Loving,0,TRACETS128F9313A75,5D9dR2FCi6LH2cD5pOjIW7
Angelo Badalamenti,The Edge Of Love,Love Me,0,TRACEQQ128F426C3E3,3XSD6futyyccFfWa8GRSow
Radiohead,OK Computer (Collector's Edition),Subterranean Homesick Alien,1997,TRACECN128F9310E97,19yGmm9FjEZdZc5j98WDe4
Dave Hollister,Things In The Game Done Changed,Tell Me Why,2006,TRACEDP128F145F7BB,3YrpRrxV7PF3c5p3iK3hoB
Izzy,Ascolta,Going Home,0,TRACFNG128F146A7F3,-999
DMX,It's Dark And Hell Is Hot,Damien,1998,TRACFAP128E07862C1,33EvfEwe9JrbEt0PP1lIbt
The Nelons,Hallelujah Live,I've Won (Introduction - Speaking),0,TRACFVO128F9300F29,-999
Acorps de Rue,Dans un élan,Chanson Réaliste,0,TRACFTL12903C93AAC,3T8VKdJBvutUAbeECOZxbB
John Williams,An American Journey,American Journey/IV. Arts and Sports,0,TRACFZM128F4295740,5dQ01k4mZoBhUDycenONHX
C-Side & Petit Mal,Swarm Warnings,Mudhump,0,TRACFEG128F426F4F3,5YQI69LBKUaixXyZA3jxJm
Jewel,Serve The Ego,Serve The Ego (Hani Num Dub),0,TRACFHZ128F4227BA4,7kBW0l7BWDcnQYUHQHfiBQ
Don Gibson,Country Greats,A Legend In My Time,1987,TRACFFX128F421E641,7mnLFShI3TZacLb22s8w4Z
Les Blaireaux,En concert au Splendid,Le gardien de musée,2007,TRACFWQ12903CF8148,2bYGi9241MjEO8nrQ7gflx
Las Ketchup,Un Blodymary,Doble Bombo,2006,TRACFDC128F147F1C6,-999
Saosin,Saosin EP,Bury Your Head,2005,TRACFZI128E0795424,663XpYXOdyF2zv4bTIXffh
James Horner,Deep Impact - Music from the Motion Picture,The President's Speech,1998,TRACFBD128F426CC34,7nRHzPst40uHGPJlB4k9Ga
G-Unit,Hot Joints 2,Poppin' Them Thangs,2003,TRACFYQ128E0784150,4E5IFAXCob6QqZaJMTw5YN
Bury Your Dead,It's Nothing Personal,Closed Eyes,2009,TRACFOV128F9340D81,0FM8HPWdnQkdW8KsYXuTYe
Nick Cave & The Bad Seeds,Nocturama,Still In Love,2003,TRACFOJ128F4253EFA,3whOZocb64S2DkRibyTLR6
Pee Wee King,Black Diamond Express To Hell,Railroad Boogie,0,TRACFRC12903CFEDD6,-999
Kitaro,Heaven & Earth,Trong Com,1993,TRACFCQ128F4214EB6,0NFcreXS780NqU7SGRAOd3
John Legend [feat. Buju Banton],Strictly The Best Vol. 40,Fall In Love [Rub A Dub Mix],0,TRACFJE128F934C8D5,-999
Bersuit Vergarabat,Testosterona,Sencillamente,2005,TRACFXL128F930B28B,3tPGzLQOB9GnSisO0l4tGW
Our Time Down Here,Live_ Love_ Let Go,Big Guys Throw Cones,0,TRACFQB12903D06042,2hunuh5xzcEhOarpRv9pA5
DJ Ostkurve,Top of the Mountains Vol. 5,Sailing,0,TRACGFA128F9364E0C,6UIlnxcPw6xq1td9Vbjbno
Roy Rogers,A Cowboy's Songbook,Hi Ho Silver,0,TRACGHL128F933FF2D,2T1kmuXDSepvo36kWaP5Ai
Reni,Reni 2001,Slamka Spasa,0,TRACGHY12903CE8831,2Jq447W0noFCwcOIhTySUm
Falco,Nachtflug,Monarchy Now,1992,TRACGXQ128F1457F81,76Xez9mX6grsbch9FNX8jn
Baby Grand,Future Chill,Melodica,0,TRACGDB128F93509E0,-999
Steve Riley & The Mamou Playboys,La Toussaint,Between Eunice & Opelousas,1995,TRACGOI128F92FE771,3dPnLWsqg98r3yZTkibQKc
Pardesi,Pump Up The Bhangra,Shuncata Penda,0,TRACGAM128F92FBA44,6XBh95XB6WLdNwrUoFLlUf
Leonard Kwan,Ke'ala's Mele,Kanaka 'o Mose,0,TRACGLI12903CE2C06,5wbld0l3Gdf4bc5lKMHPRL
The Animals_ Sonny Boy Williamson,The Animals with Sonny Boy Williamson,Bo Diddley,1973,TRACHTO12903CBE58B,-999
T-Bone Walker,Bobby Sox Blues - EP,Teenage Baby (Digitally Remastered),0,TRACHYC12903CEAAB6,-999
Warren Barfield,Reach,Shadow,2006,TRACHFO12903CB3009,6O7jjBh7jighpPiZfx70zw
Bob Wills,Bob Wills and His Texas Playboys 1932-1947,Sittin' On Top of the Wolrd,0,TRACHSH12903CEBC2C,-999
Orquesta Broadway,Tiqui_ Tiqui,La Sitiera,0,TRACHHO12903CF8CCA,4QSuaqCSF5etVmdlAeIXy5
Floor,Its Not The Same,Ignis,2009,TRACHZE12903CD95D2,4QN9M0fLKdvPtksseX9Hoh
New Roanoke Jug Band,Play It For A Long Time,When Those Two Towers Fell,0,TRACHAL128F427DD25,-999
Dilated Peoples,Neighborhood Watch,Big Business,2004,TRACHHH128E0788A35,6TIsvuHfZmapjP2R5f0k5s
MN,Speed 002,The Truth,0,TRACHYA128F931BF87,-999
Charles Williams,Close Up,Close Up,0,TRACHOZ12903CCA8B3,-999
Fever Ray,Live In Lulea,I'm Not Done,2009,TRACHKX128F934B07A,-999
David Martin,Something in Your Eyes,It Must Be,0,TRACHTD128F92EE238,7IbnEAsger0BkX2Kxjh97W
Jerry Reed,Les 100 Plus Grands Titres Country,When You're Hot_ You're Hot,0,TRACISV12903D13877,-999
Alex Theory,Gathering The Tribe,Lotus Kiss,0,TRACIKJ128F4226ABA,-999
Michael Card,Joy in the Journey,So Many Books ... (The Word Album Version),0,TRACICJ128F14ADFB8,-999
Megadrums,Transformation,Drummer's Circle,0,TRACIIS128F425DF68,-999
Marcel Mouloudji,36 Grands Succès,Qui Donc A Changé ?,0,TRACIOB128F4296D0F,-999
Tim Exile,Tim Exile's Nuisance Gabbaret Lounge,Post-Toxic Finger Disorder,2006,TRACIJF128F424317B,0U5UkOX1dImP1A1o6VpdRR
Justin,Justin In Love With HK Philharmonic Concert Live,Kong,0,TRACIIZ128EF34E497,5hQwJOWx41wiWH305GT7pf
Walter Jackson,Welcome Home / The Okeh Years,What Would You Do,2006,TRACIEF128F4270573,5IgcCDyEksmak08MZdaSaF
Bizzy Bone Presents,Double R,Intro,2004,TRACILD128F930AF53,3h49pfoluPa5pDrkrfrIwd
Sister Rosetta Tharpe,Complete / Intégrale Vol. 5 (1953-1957),Two Little Fishes_ Five Loaves Of Bread,0,TRACJVF128F92D2DB3,-999
Johnny Cash,The Legend,I Got Stripes (Live),2006,TRACJKR12903D02C75,0ry355UoTbc3NScBC2F3jA
George Lopez,El Mas Chingon,Church Hangover,2006,TRACJDX12903CD4917,3tLwwYudhNFszXT5fhDqdm
Hatesex,Unwant,The Greed Of Our Stare,0,TRACJVT12903CB0F49,5wO3F8tmGyWlxTU9fSIyAF
Kris Kristofferson,Original Album Classics,Same Old Song,1974,TRACJWY12903CB7DBF,0RGrMCZ57k14ks8QZWmXsg
Rui Da Silva,Praying Mantis,The Contracting Perception Of Consciousness,0,TRACJOQ12903CBBB64,2KhYdGZKZVJxqVABVKX3u5
Autumnblaze,DämmerElbenTragödie,Her Golden Robe In Silence Veiled,1999,TRACJPW128F932CA4C,4RuxUXTUdXxhS2tUoe3TN1
Cinder,House Full Of No Trust,The Ride (Album),2006,TRACJHJ128F1489FAB,-999
Speedball,Maximum Speed,No Survivors,1998,TRACJJZ12903CCBCDA,4usnKCYzqERVoztx3B3yTN
Goatwhore,A Haunting Curse,Forever Consumed Oblivion,2006,TRACKWV128F934B6B0,7wacuF6zZdef9i7YDoVs1F
Jaime Urrutia,En Joy,La sangre de tu tristeza (con Dani Martin_ directo Enjoy 07),0,TRACKVM128F4275B6E,-999
Kiprich,Chiney Flava Riddim,Dem a Talk,0,TRACKNZ12903CCE63A,6pwEgPIiLhaubmZhjOR1w1
Séamus Egan,In Your Ear,McDermott's / Boys of Blue Hill,0,TRACKXA12903CB6D40,-999
Maurane / Lara Fabian,Quand L'Humain Danse,Mais La Vie,2003,TRACKKI128F930CA83,4Gr55hpiXRXyR6SIE4JKmJ
Gary Moore,Rockin' Every Night (Gary Moore Live In Japan),Rockin' Every Night (Live),2005,TRACKAK128F1458461,-999
Pepe Kalle,Larger Than Life,Roger Milla (Stadium Mix),0,TRACKRY128F92EE3C9,-999
Rita Chiarelli,No-One to Blame,Doggin' Around,2004,TRACKML128F428C905,6ICiKmzqqre3fSKfmkAcr3
Christina Aguilera,Christina Aguilera/Stripped,Walk Away,2002,TRACKAP128F425B741,7sBxoj9SBNKxVIcLiFxnwQ
David Tao,David Tao,Everything's Gone,0,TRACKVZ128F4285793,-999
The Clark Sisters,Conqueror,I Won't Let You Go Till You Bless My Soul (Album Version),0,TRACLLH128F92E1F2F,-999
We Show Up On Radar,Growing A Girl EP,Red Balloon,0,TRACLDC128F427ADC7,1ARWKKWJwd0BUuDlRXyyOg
Basic Channel,Phylyps Trak II,Phylyps Trak II/II,1994,TRACLPE128F4287687,49ub4zo7T15jMBZujDjTh3
Terry Riley,Atlantis Nath,Acension Final Chord Rising,2002,TRACLXN128F931A74C,1Y0UxXqGBwZXxymLFCNNrY
Hank Locklin,A Year Of Time,Rio Grande Waltz,0,TRACLMN128F92D2B6E,5ARiARDBFR2jXPBNi0xRuJ
Eddie Cano,Eddie Cano at PJ's,The Trolley Song (Live Album Version),0,TRACLUV128F9342D02,-999
Tanto Metro & Devonte,Riddim Driven - Adrenaline,Honey I Sugar Pie,2003,TRACLMT12903CA1F5C,6Dl91ZjqFtKAlQHgHP1kTF
Whitesnake,Saints And Sinners,Young Blood (2007 Digital Remaster),0,TRACLRV128EF33FAB8,-999
Tammy Wynette,Country 100,Stand By Your Man,1968,TRACLRS12903CE9386,6xatfNMI8NkY5XxRHAeiS4
Gabinete Caligari,4 Rosas Y Que Dios Reparta Suerte,El Arte De Amar,1989,TRACLDF128F423C337,0FyQbLXWrJMObFUF0kROlP
Chet Atkins,The Early Years_ CD C: 1952-1954,Get Up & Go,0,TRACLUJ128F422DDA1,-999
SUMO,Sí o Sí - Diario del Rock Argentino - Sumo,Pinini Reggae,1989,TRACLHC128F9343C39,5cMfn2ADcMoyYOGKLDXWHp
Superchumbo,Irresistible!,Irresistible! (Maurel & Fauvrelle LESS Mix),0,TRACLCX128F4251463,1mumeomFvvHEXyctVA7W1j
Yahir,Con el alma entre las manos,No seamos tontos,0,TRACMTI128EF342A56,59OAfqBKd0FJLn5QzsN3mx
Jerry Goldsmith,Rambo - First Blood,First Blood,1985,TRACMZA128F423DD3E,-999
Charley Patton,Essential Delta Blues,Moon Going Down,1930,TRACMPZ12903CF150B,2373j7LFUJg87hjC1hxXqE
Mario Rosenstock,Gift 2,De Tree Little Pigs,0,TRACMYR128F425EE37,-999
The Race,Raising Children/Go Figure,Raising Children,2006,TRACMSI128E078E15F,48PZotW1r8cuMXYVWvFOqF
Red Hot Chili Peppers,Californication,Get On Top (Album Version),1999,TRACMMG128F146D705,-999
Gordon MacRae,Stars Of The Summer Night,Do You Ever Think Of Me,0,TRACMVZ128F429AE0E,-999
Luiz Bonfa,Solo in Rio 1959,A Brazilian in New York,0,TRACMJP128F9349362,4zk4Xi6arVXhlxsSoQaov2
Der Plan,Die Letzte Rache (+Bonus),De Kommissar 1,0,TRACMCM12903CB60DA,-999
Dylan Kuo,Not Anymore,Ji Xiang Yan Chu,0,TRACMHS128F148F509,-999
The Winans,Carry me Home - The Power Of Gospel,Everything You Touch Is a Song,0,TRACMXG12903CA2541,6m8ks85HzlQ70K98iQzrQv
Martin Sexton,Live Wide Open,Ice Cream Man,2001,TRACMIU128F935381D,4SCo2XMEPLfuDId2HP6HrA
Mack and Jamie,Extreme Channel Surfing,Slimy Little Troll,0,TRACMAD128F429742B,4l41deLoVWpk7F7bUbVRuc
Reel Big Fish,Monkeys For Nothin' And The Chimps For Free,Why Do All Girls Think They're Fat (Album),2007,TRACMFN128F4298DBE,-999
Neviss,Backseat Travelling,Epilog,2003,TRACMLI128F424C865,1AGRHaBRjMsVmDlKdGID9X
Brian Dullaghan,Have Fun Learning - 14 Sing Along & Learn Along Songs,My First Day At School,0,TRACMTN128F92FB689,7Kk7Cw3vyQxZWdFThsC6vQ
John Mayall & The Bluesbreakers,Plays John Mayall (Live At Klooks Kleek),Crawling Up A Hill - version 2 - mono_ live,0,TRACMIV128F14898A3,-999
Chris Standring,Soul Express,Mumbo Jumbo (jazz),2006,TRACMJZ128F92FD86B,-999
Ensiferum,Ensiferum,Hero In A Dream,1999,TRACMHD128F931FB14,0JzK9s5oHT1ytaOisTlc3j
Chango Spasiuk,15 Grandes Éxitos,De Bombacha Y Alpargatas,0,TRACMOL128F424B776,41pD2smhxuZedl7361KsK0
Trivium,Shogun,Upon The Shores [Explicit],2008,TRACMCG128F92CE225,-999
Angélla Christie,Eternity,Walk With Me,0,TRACMKA12903CB078D,2uHEDyEbU6DM6hjdb9hLjn
John Hammond,In Your Arms Again,Come To Find Out,2005,TRACNJR128F4262E27,0rLIwDUdFv0mkAxng3tFH4
Papa Wemba,M'Zee Fulangenge,Maria,0,TRACNDP12903CDA658,4UMtRnqmh4bndNYlJVtSl0
Richard Galliano,Concerts Inédits: Solo - Duo - Trio,French Touch,1999,TRACNPT128F92FBE31,5JxJQxSxpK3B7ShOV2bz9f
Winston Reedy,Love Thing,Daughter Of Zion,1997,TRACNBG128F425B49E,5MbzIUTF68YbDT27pmn3FE
Ten Years After,Live 1990,Victim Of Circumstance,1989,TRACNXS128F93395BA,0IB89oEkt8e3XLaxiuNXPZ
Bamberg Symphony Orchestra and Hans Swarowsky,Brahms: The Complete Symphonies and Hungarian Dances,Hungarian Dances_ WoO 1: No. 12 in D Minor: Presto,0,TRACNZU12903CACFCF,-999
Pablo Montero,Donde Estas Corazon,Ni Gota De Rencor,0,TRACNBU128F930EDBB,3iJQBZ2WqZnG10kE5O9GhJ
Sweet,Sweetlife,Airheads,0,TRACNXU12903C9CDFF,6YjUkPSDkJBrsfsPULUnIP
Barbarito Diez,Asi Bailaba Cuba Vol. Iv,Sublime Ensoñacion,0,TRACNNR128F4270A66,6XDPkMEHvKWtPmRoBCFbKi
Tom Petty And The Heartbreakers,Greatest Hits,Mary Jane's Last Dance,0,TRACNAS128F14567C6,3dmqIB2Qxe2XZobw9gXxJ6
Helen Love,Radio Hits 2,Bubblegum,1997,TRACNYM12903CDF543,1YOPo81CE6vfO3pqg2SyaY
Pride Tiger,The Lucky Ones,56 Days,2007,TRACNVF128F428EA87,7wvbrsdRKckwxT1MeIKe7I
Silvério Pessoa,Cabeça elétrica coração acústico,Eu vi a maquina voadora,0,TRACONJ128F4272091,05Fa3F4w6tvOICWV2oZaPk
John Holt,John Holt's 21 Miles From You,The Tide Is High - Original,0,TRACOTY128F930BCFA,5n4ycCwrPBUlBAupEv1Cny
Ty Herndon;Stephanie Bentley,This Is Ty Herndon:  Greatest Hits,Heart Half Empty,0,TRACOBC128F4266853,-999
Deborah Allen,Karaoke: Country Queen - Singing to the Hits,I Will Always Love You,2005,TRACOSY128F92F12B7,48Zo0bfmxeqjsQzNv9mFEy
Gary Morris,Greatest Hits Vol. II,You're Welcome To Tonight (Duet w/ Lynn Anderson) (Album Version),0,TRACOGY128F92FE95C,-999
Faye Adams,Shake A Hand,My Greatest Desire,1961,TRACOIZ128F933E368,-999
Cali,L'odio del mondo rese l'uomo schiavo dell'amore,Sta giu' (feat. Dj Rockdrive),0,TRACOLN12903CCAF8B,-999
Chimaira,Resurrection,The Flame,2007,TRACOHQ128F424C5EF,1QBAVaOvAXrcFgA4JK8JwH
X-Static,The Best Of X-Static,Murderous Style,0,TRACOSS12903CE4724,-999
The Master Musicians of Jajouka featuring Bachir Attar,The Master Musicians of Jajouka,The Truth Forever,0,TRACOTC128F1455F32,-999
Tina Britt,Blue All The Way,He Put The Hurt On Me,2006,TRACOVO128F1470021,-999
Tomorrow,Tomorrow,Colonel Brown (1999 Digital Remaster),0,TRACOAF128F145D996,-999
The Prodigy,Experience: Expanded (Remastered),Music Reach (1/2/3/4) (Remastered),0,TRACOUL128F425BDE0,-999
C.J. Chenier,Zydeco Champs,Banana Man,1992,TRACPVU128F933FDD5,2l4iTyByGAidPM3wlRAIOg
Enslavement Of Beauty,Megalomania,Ye That Tempteth_ Ye That Bequeth,2001,TRACPRG12903CB8E83,-999
Snow Patrol,Signal Fire,Chocolate,2003,TRACPZH128F9311764,3Kh58CfPsfIl8XkCEKWbNf
MxPx,The Ever Passing Moment,Answer In The Question,2000,TRACPIC128E0792500,7jh5dClPoNe2rdPatg7Noz
Sonny Terry & Brownie McGhee,Sonny Terry & Brownie McGhee_ Vol. A (1938-1941),Be Good To Me,0,TRACPEU128F426EB1F,-999
Mercedes Castro,Que Todo Mexico Se Entere,El Cara Bonita,0,TRACPYD128EF362285,3849Kdm8H2NHsqQCaszUgX
Fort Minor (Featuring Mr. Hahn),The Rising Tied,Slip Out The Back (Album Version),2005,TRACPKD128F14539CD,-999
Dean Elliott And His Big Band,Ultra-Lounge / Space-Capades  Volume Three,Lonesome Road (1995 Digital Remaster),0,TRACPNW128F92F8C8E,-999
liquid soul & freq,extrasensory perception compiled by martin & Liquid Soul,Liquid Frequencies (liquid Soul Mix),0,TRACPUC128F92ED1D1,-999
Michael Jackson,King Of Pop,HISTORY,1995,TRACQIS128F92CBED8,1EdzLQKCE066beJkDfaagd
Franco,Originalité,Motindo Na Yo Te,0,TRACQKE12903D00CC7,3Ld3y4YfHzMlbTPqyarZmI
Carlos Nuñez,Carlos Nunez En Concert,A Costa De Galicia,2002,TRACQML128F42AE513,-999
Sex Pistols,The Sex Pistols,New York (Dave Goodman Demo Version) (Explicit),0,TRACQFK128F14658B3,-999
Pinchers,King Jammy's: Selector's Choice Vol. 2,For Your Eyes Only,0,TRACQIL128F931B8AD,1zAuZguXXGfrOPxrxYynsv
Antonio Bribiesca,Mexico Gran Colección Ranchera - Antonio Bribiesca,Anillo de compromiso,0,TRACQDO12903CAE2DA,0EcBvuKa70TZXRtoP4BDed
Trick Trick / Eminem,The People Vs.,Welcome 2 Detroit,2005,TRACQIR128F42BAA06,79t5idiRhbDB1oLaVcTVsD
Facto Delafe y las flores azules,Facto Delafe y las flores azules VS El monstruo de las ramblas,Enero en la playa (Edit),2005,TRACQUB128F427BA42,-999
Dora The Explorer,Dora The Explorer Party Favorites,Travel Song (Reprise),2008,TRACRAR128F92F3B74,4YCOex6saOzBffMoaolHwn
Everyday Sunday,Stand Up,Don't Leave,2002,TRACRON12903CB59E6,-999
Raze,The Plan,Follow Your Dreams (The Plan Album Version),0,TRACRVJ128F14661D6,0dfncGnaBY81dfwXkyJmbr
DJ Spinn,Juke Trax Online Vol. 6,Feelin You,0,TRACRHZ12903CAF6A4,7j6NLGVKlzRwpeZ2CUaZna
J.J. Cale,The Very Best Of J.J. Cale,Midnight In Memphis,1997,TRACRBQ128F4263964,2OXDdCck0bMDIUCpaIMBJS
Bad Brains,Live at CBGB 1982,Destroy Babylon,1983,TRACRTS128F9300F7E,4KNxYUdIDJXS7pOZTH34Sk
Hacken Lee,De Xin Ying Shou Yan Chang Hui 2006,He Jiu Bi Hun,0,TRACRRO128F92F34B9,-999
Janet Paschal,The Good Road,God Will Make A Way,0,TRACRNT128F426FA27,5KFl6V1IO2kfzQnLXUwx2s
Souls Of Mischief,Urban Renewal Program,Spark,2002,TRACRQV12903CC995F,1QAXT9r1f8cLQtuaEAwW2A
Peggy Zina,To Pathos Ine Aformi,O Hiroteros Ehthros Mou,2009,TRACROV128F92F6D6F,1t1PvHrY3Guv2sbbWN57Yl
Theodis Ealey,Let Me Put The Head In It - Blues And Soul Mix,This Time I Know,0,TRACRJZ128F4244626,2GLbUTiEEkrvsvMDh8zuM1
Steve Wilson,Steppin' It Up A Notch,Your God Isn't Listening,0,TRACSFC12903CEAF33,5rJlXg5oPN9hyQD8gwiqu0
Quadro Nuevo,CinéPassion,"Der Wind Hat Mir Ein Lied Erzählt (from ""La Habanera"")",0,TRACSVW128F14ACB60,5W5nB3Pu20qf0SBORfM8oQ
Jennifer Lopez,On The 6 / J. Lo (Coffret 2 CD),Talk About Us,1999,TRACSIE128F427F98E,5DQvUFEmMu4CSbmEnkCmio
Chris Farlowe,Glory Bound [Original Recording Remastered],Gangster Of Love,0,TRACSXC12903CF9525,-999
Francisco Céspedes,Vida loca,Señora (bonus track),1998,TRACSTF128F4238A87,-999
The Presets,Apocalypso,Yippiyo-Ay,2008,TRACSBL128F42480E8,0yCU7Z53XepvzqwIq4Z9lz
A.Z.,Pieces Of A Man,Sosa (Explicit),1998,TRACSND128F426983F,-999
Donny Hathaway,A Donny Hathaway Collection,I Love You More Than You'll Ever Know (LP Version),1990,TRACTQD128F14B0F9D,-999
Alice In Chains,Music Bank,Brother,1992,TRACTIE128F92E473B,1vUQ9c2G2YsZU7dYhAKMhf
Silverstein,18 CANDLES: THE EARLY YEARS,FRIENDS IN FALL RIVER  (LP Version),2006,TRACTBH128F422F31B,-999
Cracker,Clueless / Original Motion Picture Soundtrack,Shake Some Action,1995,TRACTWW12903CB7550,0Igv1GibayCiJ5WAQF4Ukn
Matisyahu,Live at Stubb's,Exaltation,2004,TRACTLX128F42A51F6,30eUwpiUQoWM2VJ6bdBzPM
Javier Mendoza Band,Matter Of Time,Rápido Nos Vamos,0,TRACTSM128F4221007,-999
Jongo Trio,Jongo Trio,Morena Boca De Ouro,0,TRACTOP128F147AAE1,-999
Thomas Battenstein,Stille Nacht,Nun singet und seid froh,0,TRACTWH12903CE2E46,-999
The Charms,Trelokoritso - Oles oi epityxies,Ascolta mio dio,0,TRACTIU12903D1614D,122WEqvDD58TZrMtwDITWt
Béla Fleck,Natural Bridge,Punchdrunk,1982,TRACTMI128F931B412,56o8isDV5sVbvGkfUTO4H5
Kris Kristofferson,Broken Freedom Song: Live From San Francisco,Road Warrior's Lament,0,TRACTHF128F4295A22,4AdsgXuGXrm2mfMbSWMOFF
